symbol,exchange,token,lot_size,instrument_type
COLPAL28OCT252100PE,NFO,75627,225,OPTSTK
CGPOWER28OCT25840CE,NFO,75638,850,OPTSTK
COLPAL28OCT252260PE,NFO,75642,225,OPTSTK
COLPAL28OCT252380CE,NFO,75668,225,OPTSTK
CHOLAFIN30SEP251540PE,NFO,75738,625,OPTSTK
CHOLAFIN30SEP251620CE,NFO,75741,625,OPTSTK
CHOLAFIN28OCT251460PE,NFO,73681,625,OPTSTK
CHOLAFIN28OCT251500PE,NFO,73683,625,OPTSTK
BHEL30SEP25200PE,NFO,73702,2625,OPTSTK
BHEL30SEP25210PE,NFO,73704,2625,OPTSTK
CHOLAFIN30SEP251620PE,NFO,75742,625,OPTSTK
CHOLAFIN28OCT251320PE,NFO,75801,625,OPTSTK
CHOLAFIN28OCT251480PE,NFO,75812,625,OPTSTK
COLPAL28OCT252540PE,NFO,75849,225,OPTSTK
BHEL30SEP25260PE,NFO,73717,2625,OPTSTK
BHEL30SEP25290PE,NFO,73729,2625,OPTSTK
CHOLAFIN28OCT251580CE,NFO,73746,625,OPTSTK
BSE28OCT252500PE,NFO,73758,375,OPTSTK
CIPLA30SEP251340PE,NFO,76030,375,OPTSTK
CIPLA30SEP251460PE,NFO,76036,375,OPTSTK
CIPLA30SEP251580CE,NFO,76041,375,OPTSTK
CIPLA30SEP251620PE,NFO,76044,375,OPTSTK
CAMS30SEP253900CE,NFO,73964,150,OPTSTK
BIOCON30SEP25300PE,NFO,74021,2500,OPTSTK
BIOCON30SEP25310CE,NFO,74022,2500,OPTSTK
BIOCON30SEP25310PE,NFO,74023,2500,OPTSTK
CIPLA30SEP251740PE,NFO,76075,375,OPTSTK
BRITANNIA30SEP255300PE,NFO,76086,125,OPTSTK
BRITANNIA30SEP255400PE,NFO,76088,125,OPTSTK
BRITANNIA30SEP255800CE,NFO,76095,125,OPTSTK
BRITANNIA30SEP256100CE,NFO,76125,125,OPTSTK
COLPAL25NOV252320CE,NFO,76142,225,OPTSTK
BIOCON30SEP25330PE,NFO,74027,2500,OPTSTK
BIOCON30SEP25350CE,NFO,74030,2500,OPTSTK
BIOCON30SEP25370CE,NFO,74034,2500,OPTSTK
BIOCON30SEP25400PE,NFO,74041,2500,OPTSTK
COLPAL25NOV252080CE,NFO,76121,225,OPTSTK
COLPAL25NOV252240CE,NFO,76138,225,OPTSTK
BRITANNIA30SEP256700PE,NFO,76155,125,OPTSTK
COLPAL25NOV252640CE,NFO,76202,225,OPTSTK
COLPAL25NOV252680CE,NFO,76218,225,OPTSTK
BSE30SEP251800PE,NFO,76233,375,OPTSTK
BIOCON30SEP25420CE,NFO,74044,2500,OPTSTK
BIOCON30SEP25430CE,NFO,74050,2500,OPTSTK
BIOCON30SEP25430PE,NFO,74051,2500,OPTSTK
CAMS28OCT253200CE,NFO,74246,150,OPTSTK
BSE30SEP252700PE,NFO,76277,375,OPTSTK
CONCOR28OCT25510CE,NFO,76330,1250,OPTSTK
CONCOR28OCT25570PE,NFO,76368,1250,OPTSTK
CIPLA28OCT251400CE,NFO,76372,375,OPTSTK
CAMS28OCT253600PE,NFO,74267,150,OPTSTK
CANBK30SEP25101CE,NFO,74388,6750,OPTSTK
CANBK30SEP25107PE,NFO,74418,6750,OPTSTK
CANBK30SEP25111CE,NFO,74422,6750,OPTSTK
CONCOR25NOV25480CE,NFO,76500,1250,OPTSTK
CONCOR25NOV25500PE,NFO,76503,1250,OPTSTK
CROMPTON28OCT25315CE,NFO,76620,1800,OPTSTK
COALINDIA30SEP25335CE,NFO,76627,1350,OPTSTK
BLUESTARCO30SEP251640PE,NFO,74526,325,OPTSTK
BLUESTARCO30SEP251680PE,NFO,74528,325,OPTSTK
BLUESTARCO30SEP252080PE,NFO,74568,325,OPTSTK
CIPLA28OCT251700PE,NFO,74609,375,OPTSTK
COALINDIA30SEP25335PE,NFO,76628,1350,OPTSTK
COALINDIA30SEP25355CE,NFO,76631,1350,OPTSTK
COALINDIA30SEP25355PE,NFO,76632,1350,OPTSTK
CROMPTON28OCT25325CE,NFO,76673,1800,OPTSTK
CANBK28OCT25116CE,NFO,74685,6750,OPTSTK
CIPLA25NOV251400PE,NFO,74698,375,OPTSTK
CIPLA25NOV251520PE,NFO,74704,375,OPTSTK
CIPLA25NOV251600PE,NFO,74708,375,OPTSTK
COALINDIA28OCT25320CE,NFO,76728,1350,OPTSTK
COALINDIA28OCT25400PE,NFO,76788,1350,OPTSTK
CROMPTON25NOV25280CE,NFO,76792,1800,OPTSTK
COALINDIA28OCT25440CE,NFO,76801,1350,OPTSTK
CROMPTON25NOV25300PE,NFO,76803,1800,OPTSTK
CROMPTON25NOV25330PE,NFO,76814,1800,OPTSTK
CROMPTON25NOV25400PE,NFO,76866,1800,OPTSTK
CANBK30SEP2596PE,NFO,76939,6750,OPTSTK
CIPLA25NOV251680PE,NFO,74712,375,OPTSTK
CIPLA25NOV251840PE,NFO,74735,375,OPTSTK
CANBK28OCT25122PE,NFO,74794,6750,OPTSTK
CDSL30SEP251260PE,NFO,74925,475,OPTSTK
CANBK30SEP25114PE,NFO,76994,6750,OPTSTK
CUMMINSIND28OCT253750PE,NFO,77014,200,OPTSTK
CANBK30SEP25128CE,NFO,77016,6750,OPTSTK
CUMMINSIND28OCT254250CE,NFO,77029,200,OPTSTK
CDSL30SEP251300CE,NFO,74926,475,OPTSTK
CDSL30SEP251620PE,NFO,74993,475,OPTSTK
CDSL30SEP251660CE,NFO,74994,475,OPTSTK
BOSCHLTD30SEP2534000PE,NFO,75063,25,OPTSTK
CUMMINSIND25NOV253500CE,NFO,77154,200,OPTSTK
CUMMINSIND25NOV253800PE,NFO,77161,200,OPTSTK
CUMMINSIND25NOV253900CE,NFO,77162,200,OPTSTK
CUMMINSIND25NOV253900PE,NFO,77163,200,OPTSTK
BOSCHLTD30SEP2535000CE,NFO,75066,25,OPTSTK
BOSCHLTD30SEP2538000CE,NFO,75101,25,OPTSTK
CDSL28OCT251200CE,NFO,75120,475,OPTSTK
CDSL28OCT251280PE,NFO,75125,475,OPTSTK
COFORGE30SEP251580CE,NFO,77200,375,OPTSTK
CYIENT28OCT251100CE,NFO,77225,425,OPTSTK
CYIENT28OCT251020CE,NFO,77221,425,OPTSTK
CYIENT28OCT251060PE,NFO,77224,425,OPTSTK
BOSCHLTD30SEP2542000PE,NFO,75242,25,OPTSTK
CYIENT28OCT251140CE,NFO,77227,425,OPTSTK
COFORGE30SEP251820CE,NFO,77275,375,OPTSTK
COFORGE28OCT251520CE,NFO,77328,375,OPTSTK
COFORGE28OCT251720CE,NFO,77398,375,OPTSTK
CDSL28OCT251320CE,NFO,75126,475,OPTSTK
CDSL28OCT251360PE,NFO,75129,475,OPTSTK
BOSCHLTD30SEP2538500CE,NFO,75229,25,OPTSTK
COFORGE28OCT251840CE,NFO,77404,375,OPTSTK
COFORGE28OCT251880CE,NFO,77406,375,OPTSTK
CYIENT25NOV251360PE,NFO,77434,425,OPTSTK
DABUR28OCT25495PE,NFO,77476,1250,OPTSTK
COFORGE28OCT251620CE,NFO,75289,375,OPTSTK
COFORGE28OCT251700CE,NFO,75293,375,OPTSTK
CGPOWER30SEP25650CE,NFO,75314,850,OPTSTK
COFORGE28OCT251700PE,NFO,75333,375,OPTSTK
DABUR28OCT25545CE,NFO,77485,1250,OPTSTK
DABUR28OCT25575PE,NFO,77492,1250,OPTSTK
DABUR25NOV25460CE,NFO,77627,1250,OPTSTK
CDSL30SEP251360PE,NFO,77661,475,OPTSTK
CGPOWER30SEP25790CE,NFO,75336,850,OPTSTK
COFORGE25NOV251600CE,NFO,75427,375,OPTSTK
BPCL30SEP25260CE,NFO,75441,1975,OPTSTK
COFORGE25NOV251840CE,NFO,75445,375,OPTSTK
CDSL30SEP251440PE,NFO,77665,475,OPTSTK
CDSL30SEP251560PE,NFO,77671,475,OPTSTK
CDSL30SEP251640PE,NFO,77675,475,OPTSTK
CDSL30SEP251720PE,NFO,77679,475,OPTSTK
BPCL30SEP25260PE,NFO,75448,1975,OPTSTK
COFORGE25NOV251880PE,NFO,75451,375,OPTSTK
BPCL30SEP25290CE,NFO,75455,1975,OPTSTK
COFORGE25NOV251960PE,NFO,75465,375,OPTSTK
DABUR25NOV25500CE,NFO,77706,1250,OPTSTK
DABUR25NOV25590PE,NFO,77729,1250,OPTSTK
DALBHARAT28OCT252340PE,NFO,77903,325,OPTSTK
COLPAL30SEP252180PE,NFO,78073,225,OPTSTK
CGPOWER28OCT25620CE,NFO,75581,850,OPTSTK
CGPOWER28OCT25640CE,NFO,75583,850,OPTSTK
COLPAL28OCT252180PE,NFO,75631,225,OPTSTK
COLPAL30SEP252300PE,NFO,78160,225,OPTSTK
COLPAL30SEP252660CE,NFO,78195,225,OPTSTK
DALBHARAT25NOV252280PE,NFO,78201,325,OPTSTK
DALBHARAT25NOV252400PE,NFO,78207,325,OPTSTK
COLPAL28OCT252140PE,NFO,75629,225,OPTSTK
COLPAL28OCT252120PE,NFO,78401,225,OPTSTK
COLPAL28OCT252240PE,NFO,78417,225,OPTSTK
DELHIVERY28OCT25505PE,NFO,78434,2075,OPTSTK
COLPAL28OCT252360CE,NFO,78459,225,OPTSTK
CHOLAFIN30SEP251340PE,NFO,75728,625,OPTSTK
CHOLAFIN30SEP251420PE,NFO,75732,625,OPTSTK
CHOLAFIN30SEP251460CE,NFO,75733,625,OPTSTK
COLPAL28OCT252340CE,NFO,75660,225,OPTSTK
COLPAL28OCT252640PE,NFO,78477,225,OPTSTK
COLPAL28OCT252800PE,NFO,78485,225,OPTSTK
DELHIVERY25NOV25450CE,NFO,78535,2075,OPTSTK
DELHIVERY25NOV25460PE,NFO,78540,2075,OPTSTK
CHOLAFIN28OCT251520CE,NFO,75813,625,OPTSTK
COLPAL28OCT252580PE,NFO,75851,225,OPTSTK
CIPLA30SEP251380PE,NFO,76032,375,OPTSTK
CIPLA30SEP251660CE,NFO,76045,375,OPTSTK
DELHIVERY25NOV25480CE,NFO,78544,2075,OPTSTK
DIVISLAB28OCT255500PE,NFO,78637,100,OPTSTK
CHOLAFIN30SEP251240CE,NFO,78662,625,OPTSTK
CHOLAFIN30SEP251680PE,NFO,78702,625,OPTSTK
BRITANNIA30SEP255700PE,NFO,76094,125,OPTSTK
BRITANNIA30SEP256200PE,NFO,76132,125,OPTSTK
COLPAL25NOV252280CE,NFO,76140,225,OPTSTK
COLPAL25NOV252360CE,NFO,76145,225,OPTSTK
DIVISLAB25NOV255800CE,NFO,78884,100,OPTSTK
CONCOR28OCT25460CE,NFO,78896,1250,OPTSTK
DIVISLAB25NOV255800PE,NFO,78898,100,OPTSTK
CONCOR28OCT25480PE,NFO,78905,1250,OPTSTK
BRITANNIA30SEP256900CE,NFO,76158,125,OPTSTK
COLPAL25NOV252720CE,NFO,76220,225,OPTSTK
BSE30SEP252400PE,NFO,76262,375,OPTSTK
BSE30SEP252500CE,NFO,76272,375,OPTSTK
CONCOR28OCT25640CE,NFO,79068,1250,OPTSTK
DIVISLAB25NOV256600PE,NFO,78909,100,OPTSTK
DIVISLAB25NOV257200PE,NFO,78921,100,OPTSTK
CONCOR28OCT25560PE,NFO,78924,1250,OPTSTK
BSE30SEP252700CE,NFO,76276,375,OPTSTK
BSE30SEP252800CE,NFO,76278,375,OPTSTK
CONCOR28OCT25530CE,NFO,76332,1250,OPTSTK
CONCOR28OCT25550PE,NFO,76335,1250,OPTSTK
CIPLA30SEP251560CE,NFO,79075,375,OPTSTK
CIPLA30SEP251560PE,NFO,79076,375,OPTSTK
CIPLA30SEP251720PE,NFO,79085,375,OPTSTK
CIPLA30SEP251800CE,NFO,79088,375,OPTSTK
CAMS30SEP253000PE,NFO,76345,150,OPTSTK
CAMS30SEP253600CE,NFO,76352,150,OPTSTK
CAMS30SEP254400CE,NFO,76360,150,OPTSTK
CIPLA28OCT251640PE,NFO,76386,375,OPTSTK
CROMPTON30SEP25295PE,NFO,79136,1800,OPTSTK
DIXON28OCT2515250CE,NFO,79162,50,OPTSTK
DIXON25NOV2518000PE,NFO,79250,50,OPTSTK
CROMPTON28OCT25320PE,NFO,79338,1800,OPTSTK
CROMPTON28OCT25350PE,NFO,79345,1800,OPTSTK
DLF28OCT25820CE,NFO,79388,825,OPTSTK
DLF25NOV25720PE,NFO,79459,825,OPTSTK
COALINDIA30SEP25320PE,NFO,79506,1350,OPTSTK
CONCOR28OCT25610PE,NFO,76389,1250,OPTSTK
CONCOR25NOV25600PE,NFO,76558,1250,OPTSTK
COALINDIA30SEP25345PE,NFO,76630,1350,OPTSTK
COALINDIA30SEP25405CE,NFO,76641,1350,OPTSTK
COALINDIA30SEP25340CE,NFO,79533,1350,OPTSTK
COALINDIA30SEP25380PE,NFO,79544,1350,OPTSTK
COALINDIA30SEP25420CE,NFO,79553,1350,OPTSTK
COALINDIA30SEP25440PE,NFO,79558,1350,OPTSTK
CROMPTON28OCT25355PE,NFO,76691,1800,OPTSTK
COALINDIA28OCT25350CE,NFO,76736,1350,OPTSTK
COALINDIA28OCT25350PE,NFO,76737,1350,OPTSTK
COALINDIA28OCT25360CE,NFO,76775,1350,OPTSTK
CUMMINSIND30SEP253850PE,NFO,79602,200,OPTSTK
CUMMINSIND30SEP254050CE,NFO,79612,200,OPTSTK
CUMMINSIND30SEP254150CE,NFO,79614,200,OPTSTK
DMART28OCT254350PE,NFO,79671,150,OPTSTK
COALINDIA28OCT25370PE,NFO,76778,1350,OPTSTK
COALINDIA28OCT25390PE,NFO,76786,1350,OPTSTK
COALINDIA28OCT25400CE,NFO,76787,1350,OPTSTK
COALINDIA28OCT25410CE,NFO,76789,1350,OPTSTK
DMART28OCT254450CE,NFO,79672,150,OPTSTK
CUMMINSIND28OCT253500CE,NFO,79719,200,OPTSTK
DMART28OCT254950CE,NFO,79722,150,OPTSTK
DMART28OCT255150PE,NFO,79728,150,OPTSTK
DMART25NOV254200CE,NFO,79778,150,OPTSTK
DMART25NOV254400PE,NFO,79820,150,OPTSTK
DMART25NOV254500PE,NFO,79822,150,OPTSTK
CUMMINSIND28OCT254300PE,NFO,79876,200,OPTSTK
COALINDIA28OCT25410PE,NFO,76790,1350,OPTSTK
CROMPTON25NOV25380PE,NFO,76857,1800,OPTSTK
CANBK30SEP2588PE,NFO,76931,6750,OPTSTK
CANBK30SEP2592CE,NFO,76934,6750,OPTSTK
DMART25NOV255000CE,NFO,79883,150,OPTSTK
DMART25NOV255200CE,NFO,79887,150,OPTSTK
COFORGE30SEP251640CE,NFO,79989,375,OPTSTK
COFORGE30SEP251640PE,NFO,79990,375,OPTSTK
COFORGE30SEP251920PE,NFO,80004,375,OPTSTK
HDFCBANK28OCT25870PE,NFO,85940,1100,OPTSTK
HDFCBANK28OCT25890CE,NFO,85941,1100,OPTSTK
HDFCBANK28OCT25910PE,NFO,85944,1100,OPTSTK
CANBK30SEP2594PE,NFO,76937,6750,OPTSTK
CANBK30SEP25112CE,NFO,76985,6750,OPTSTK
CANBK30SEP25116CE,NFO,76995,6750,OPTSTK
CUMMINSIND28OCT253550CE,NFO,77000,200,OPTSTK
CANBK30SEP25118PE,NFO,77002,6750,OPTSTK
CANBK30SEP25120PE,NFO,77004,6750,OPTSTK
CANBK30SEP25124CE,NFO,77008,6750,OPTSTK
CUMMINSIND28OCT253650CE,NFO,77011,200,OPTSTK
HDFCBANK28OCT25970PE,NFO,85966,1100,OPTSTK
HDFCBANK28OCT251010CE,NFO,85980,1100,OPTSTK
GMRAIRPORT30SEP2595CE,NFO,86078,6975,OPTSTK
NIFTY27JUN2822000CE,NFO,86147,75,OPTIDX
CUMMINSIND28OCT253850CE,NFO,77021,200,OPTSTK
CUMMINSIND28OCT254150PE,NFO,77028,200,OPTSTK
CUMMINSIND25NOV254200PE,NFO,77169,200,OPTSTK
COFORGE30SEP251660CE,NFO,77249,375,OPTSTK
NIFTY27JUN2824000PE,NFO,86152,75,OPTIDX
GMRAIRPORT28OCT2574PE,NFO,86155,6975,OPTSTK
NIFTY27JUN2826000PE,NFO,86162,75,OPTIDX
NIFTY27JUN2827000PE,NFO,86164,75,OPTIDX
GMRAIRPORT28OCT2586PE,NFO,86176,6975,OPTSTK
HDFCBANK25NOV25860PE,NFO,86259,1100,OPTSTK
HDFCBANK25NOV251040PE,NFO,86299,1100,OPTSTK
HDFCLIFE28OCT25690PE,NFO,86476,1100,OPTSTK
COFORGE30SEP251860CE,NFO,77277,375,OPTSTK
COFORGE30SEP251940CE,NFO,77281,375,OPTSTK
CYIENT28OCT251340CE,NFO,77339,425,OPTSTK
CYIENT28OCT251340PE,NFO,77358,425,OPTSTK
HDFCLIFE28OCT25710CE,NFO,86477,1100,OPTSTK
HDFCLIFE28OCT25770CE,NFO,86485,1100,OPTSTK
FORTIS30SEP25920PE,NFO,86507,775,OPTSTK
FORTIS30SEP25940CE,NFO,86508,775,OPTSTK
CYIENT25NOV251160PE,NFO,77424,425,OPTSTK
CYIENT25NOV251360CE,NFO,77433,425,OPTSTK
DABUR28OCT25475CE,NFO,77471,1250,OPTSTK
DABUR28OCT25515PE,NFO,77480,1250,OPTSTK
GODREJCP28OCT251280PE,NFO,86528,500,OPTSTK
GODREJCP28OCT251440PE,NFO,86543,500,OPTSTK
FORTIS30SEP251020PE,NFO,86556,775,OPTSTK
GODREJPROP30SEP251850PE,NFO,86727,275,OPTSTK
DABUR28OCT25625CE,NFO,77501,1250,OPTSTK
CDSL30SEP251520PE,NFO,77669,475,OPTSTK
DABUR25NOV25480PE,NFO,77692,1250,OPTSTK
DABUR25NOV25490PE,NFO,77698,1250,OPTSTK
GODREJPROP30SEP251950PE,NFO,86729,275,OPTSTK
GODREJPROP28OCT251500PE,NFO,86767,275,OPTSTK
HEROMOTOCO28OCT254650CE,NFO,86801,150,OPTSTK
HEROMOTOCO28OCT254950CE,NFO,86807,150,OPTSTK
DABUR25NOV25510CE,NFO,77711,1250,OPTSTK
DABUR25NOV25640CE,NFO,77796,1250,OPTSTK
DALBHARAT28OCT252500CE,NFO,77910,325,OPTSTK
DALBHARAT28OCT252540PE,NFO,77913,325,OPTSTK
HEROMOTOCO28OCT255550CE,NFO,86819,150,OPTSTK
HEROMOTOCO28OCT255550PE,NFO,86820,150,OPTSTK
GAIL30SEP25190PE,NFO,86943,3150,OPTSTK
GAIL30SEP25200CE,NFO,86949,3150,OPTSTK
HEROMOTOCO25NOV255700PE,NFO,87007,150,OPTSTK
HFCL28OCT2572.5PE,NFO,87042,6450,OPTSTK
HFCL25NOV2570PE,NFO,87080,6450,OPTSTK
COLPAL30SEP252060PE,NFO,78008,225,OPTSTK
COLPAL30SEP252100PE,NFO,78026,225,OPTSTK
COLPAL30SEP252140PE,NFO,78071,225,OPTSTK
COLPAL30SEP252220CE,NFO,78074,225,OPTSTK
HEROMOTOCO25NOV255000CE,NFO,86992,150,OPTSTK
GRASIM30SEP252500PE,NFO,87121,250,OPTSTK
GRASIM30SEP252540PE,NFO,87125,250,OPTSTK
GRASIM30SEP252620CE,NFO,87128,250,OPTSTK
HINDALCO28OCT25690CE,NFO,87187,1400,OPTSTK
COLPAL30SEP252260CE,NFO,78080,225,OPTSTK
COLPAL30SEP252300CE,NFO,78150,225,OPTSTK
DALBHARAT25NOV252200CE,NFO,78184,325,OPTSTK
COLPAL30SEP252580CE,NFO,78191,225,OPTSTK
GRASIM30SEP252940PE,NFO,87190,250,OPTSTK
GRASIM30SEP253020CE,NFO,87196,250,OPTSTK
HINDALCO28OCT25790PE,NFO,87214,1400,OPTSTK
GLENMARK30SEP252040CE,NFO,87359,375,OPTSTK
DALBHARAT25NOV252240CE,NFO,78198,325,OPTSTK
DALBHARAT25NOV252360PE,NFO,78205,325,OPTSTK
COLPAL30SEP252700CE,NFO,78209,225,OPTSTK
COLPAL30SEP252740CE,NFO,78211,225,OPTSTK
GLENMARK30SEP252040PE,NFO,87360,375,OPTSTK
GLENMARK30SEP252120PE,NFO,87364,375,OPTSTK
HINDALCO25NOV25740PE,NFO,87394,1400,OPTSTK
HINDALCO25NOV25700PE,NFO,87390,1400,OPTSTK
COLPAL30SEP252740PE,NFO,78212,225,OPTSTK
DALBHARAT25NOV252480PE,NFO,78221,325,OPTSTK
CGPOWER30SEP25660PE,NFO,78227,850,OPTSTK
CGPOWER30SEP25700PE,NFO,78422,850,OPTSTK
HINDALCO25NOV25800CE,NFO,87399,1400,OPTSTK
HINDALCO25NOV25840CE,NFO,87403,1400,OPTSTK
HINDPETRO28OCT25345CE,NFO,87473,2025,OPTSTK
HINDPETRO28OCT25375CE,NFO,87479,2025,OPTSTK
HINDPETRO28OCT25425PE,NFO,87499,2025,OPTSTK
GMRAIRPORT30SEP2576CE,NFO,87618,6975,OPTSTK
GRASIM28OCT252360CE,NFO,87619,250,OPTSTK
GRASIM28OCT252400PE,NFO,87622,250,OPTSTK
DELHIVERY28OCT25515PE,NFO,78436,2075,OPTSTK
CGPOWER30SEP25820CE,NFO,78513,850,OPTSTK
DELHIVERY25NOV25440PE,NFO,78533,2075,OPTSTK
DELHIVERY25NOV25460CE,NFO,78539,2075,OPTSTK
GRASIM28OCT252440CE,NFO,87623,250,OPTSTK
GMRAIRPORT30SEP2586CE,NFO,87649,6975,OPTSTK
GMRAIRPORT30SEP2590CE,NFO,87653,6975,OPTSTK
GRASIM28OCT252800CE,NFO,87657,250,OPTSTK
DELHIVERY25NOV25500CE,NFO,78548,2075,OPTSTK
DELHIVERY25NOV25540CE,NFO,78556,2075,OPTSTK
DIVISLAB28OCT256100CE,NFO,78642,100,OPTSTK
DIVISLAB28OCT256500CE,NFO,78646,100,OPTSTK
GMRAIRPORT30SEP2594CE,NFO,87659,6975,OPTSTK
HINDPETRO25NOV25320CE,NFO,87716,2025,OPTSTK
HINDPETRO25NOV25340PE,NFO,87729,2025,OPTSTK
HAL30SEP254300CE,NFO,87829,150,OPTSTK
CHOLAFIN30SEP251400CE,NFO,78670,625,OPTSTK
CHOLAFIN30SEP251560CE,NFO,78680,625,OPTSTK
CONCOR30SEP25510PE,NFO,78742,1250,OPTSTK
CONCOR30SEP25610PE,NFO,78752,1250,OPTSTK
HINDUNILVR28OCT252580PE,NFO,87921,300,OPTSTK
HINDPETRO25NOV25440CE,NFO,87841,2025,OPTSTK
GODREJCP30SEP251440PE,NFO,87863,500,OPTSTK
HINDUNILVR28OCT252540CE,NFO,87918,300,OPTSTK
DIVISLAB25NOV254800PE,NFO,78824,100,OPTSTK
DIVISLAB25NOV255600PE,NFO,78883,100,OPTSTK
CONCOR28OCT25440PE,NFO,78895,1250,OPTSTK
DIVISLAB25NOV256400CE,NFO,78906,100,OPTSTK
HINDUNILVR28OCT252740PE,NFO,87951,300,OPTSTK
HINDUNILVR28OCT252780CE,NFO,87952,300,OPTSTK
HINDUNILVR28OCT252820PE,NFO,87955,300,OPTSTK
GODREJPROP30SEP251700PE,NFO,88005,275,OPTSTK
HAL28OCT255000PE,NFO,88036,150,OPTSTK
HAL28OCT255200PE,NFO,88038,150,OPTSTK
GODREJPROP30SEP252300PE,NFO,88159,275,OPTSTK
HINDUNILVR25NOV252320CE,NFO,88183,300,OPTSTK
CONCOR28OCT25500PE,NFO,78911,1250,OPTSTK
CIPLA30SEP251280PE,NFO,78997,375,OPTSTK
CONCOR28OCT25580PE,NFO,79015,1250,OPTSTK
CIPLA30SEP251320PE,NFO,79017,375,OPTSTK
HINDUNILVR25NOV252600CE,NFO,88197,300,OPTSTK
GODREJPROP30SEP252500CE,NFO,88202,275,OPTSTK
HAVELLS30SEP251540PE,NFO,88206,500,OPTSTK
HAVELLS30SEP251740CE,NFO,88229,500,OPTSTK
CIPLA30SEP251600CE,NFO,79078,375,OPTSTK
CIPLA30SEP251640PE,NFO,79081,375,OPTSTK
CIPLA30SEP251720CE,NFO,79084,375,OPTSTK
CIPLA30SEP251800PE,NFO,79089,375,OPTSTK
HINDUNILVR25NOV252840CE,NFO,88267,300,OPTSTK
HAVELLS28OCT251560PE,NFO,88334,500,OPTSTK
HAVELLS28OCT251640PE,NFO,88345,500,OPTSTK
HAVELLS28OCT251680CE,NFO,88376,500,OPTSTK
CROMPTON30SEP25305CE,NFO,79138,1800,OPTSTK
DIXON28OCT2518250PE,NFO,79180,50,OPTSTK
DIXON25NOV2515000PE,NFO,79232,50,OPTSTK
DIXON25NOV2515500PE,NFO,79234,50,OPTSTK
HAVELLS28OCT251760CE,NFO,88384,500,OPTSTK
HINDZINC28OCT25370CE,NFO,88387,1225,OPTSTK
HINDZINC25NOV25320PE,NFO,88490,1225,OPTSTK
HINDZINC25NOV25360CE,NFO,88505,1225,OPTSTK
HINDZINC25NOV25420PE,NFO,88514,1225,OPTSTK
HINDZINC25NOV25460PE,NFO,88519,1225,OPTSTK
HINDZINC25NOV25480CE,NFO,88522,1225,OPTSTK
HINDZINC25NOV25520CE,NFO,88547,1225,OPTSTK
DIXON25NOV2516000CE,NFO,79235,50,OPTSTK
DIXON25NOV2517500CE,NFO,79247,50,OPTSTK
CROMPTON28OCT25300PE,NFO,79306,1800,OPTSTK
CROMPTON28OCT25360CE,NFO,79346,1800,OPTSTK
HUDCO28OCT25225CE,NFO,88632,2775,OPTSTK
HUDCO25NOV25240CE,NFO,88706,2775,OPTSTK
HCLTECH30SEP251460CE,NFO,88721,350,OPTSTK
GRASIM30SEP252360PE,NFO,88728,250,OPTSTK
CROMPTON28OCT25390PE,NFO,79453,1800,OPTSTK
DLF25NOV25680PE,NFO,79457,825,OPTSTK
DLF25NOV25760CE,NFO,79460,825,OPTSTK
DLF25NOV25840PE,NFO,79466,825,OPTSTK
HCLTECH30SEP251540PE,NFO,88731,350,OPTSTK
GRASIM30SEP252400CE,NFO,88736,250,OPTSTK
GRASIM30SEP252440CE,NFO,88774,250,OPTSTK
GRASIM30SEP252560PE,NFO,88803,250,OPTSTK
NIFTY30DEC2526000CE,NFO,71399,75,OPTIDX
BLUESTARCO28OCT252120CE,NFO,71421,325,OPTSTK
BLUESTARCO28OCT252160PE,NFO,71424,325,OPTSTK
BANDHANBNK30SEP25190CE,NFO,71430,3600,OPTSTK
GRASIM30SEP252760PE,NFO,88818,250,OPTSTK
GRASIM30SEP252800CE,NFO,88819,250,OPTSTK
GRASIM30SEP252800PE,NFO,88820,250,OPTSTK
GRASIM30SEP252840PE,NFO,88822,250,OPTSTK
BANDHANBNK30SEP25200PE,NFO,71435,3600,OPTSTK
NIFTY29JUN2720000PE,NFO,71552,75,OPTIDX
NIFTY29JUN2721000CE,NFO,71553,75,OPTIDX
NIFTY29JUN2724000CE,NFO,71560,75,OPTIDX
GRASIM30SEP252960PE,NFO,88828,250,OPTSTK
ICICIBANK28OCT251430PE,NFO,89002,700,OPTSTK
ICICIBANK28OCT251510CE,NFO,89010,700,OPTSTK
HDFCAMC30SEP255100PE,NFO,89053,150,OPTSTK
NIFTY29JUN2726000PE,NFO,71565,75,OPTIDX
BOSCHLTD30SEP2539250CE,NFO,71727,25,OPTSTK
BANKBARODA30SEP25205CE,NFO,71744,2925,OPTSTK
BANKBARODA30SEP25220PE,NFO,71753,2925,OPTSTK
HAL30SEP254200CE,NFO,89157,150,OPTSTK
ICICIBANK25NOV251240PE,NFO,89270,700,OPTSTK
ICICIBANK25NOV251280CE,NFO,89273,700,OPTSTK
HDFCBANK30SEP25850CE,NFO,89282,1100,OPTSTK
HDFCBANK30SEP25850PE,NFO,89283,1100,OPTSTK
HDFCBANK30SEP25950CE,NFO,89296,1100,OPTSTK
ICICIBANK25NOV251340PE,NFO,89303,700,OPTSTK
ICICIBANK25NOV251420PE,NFO,89333,700,OPTSTK
BANKBARODA30SEP25280CE,NFO,71791,2925,OPTSTK
BANKBARODA30SEP25280PE,NFO,71794,2925,OPTSTK
BOSCHLTD30SEP2540750PE,NFO,71800,25,OPTSTK
